Year,Month,State,City,AVG_Min_Low_Temp
2013,September,MD,Adelphi,46.21412126813615
2013,October,MD,Adelphi,34.79612723214283
2013,November,MD,Adelphi,24.511459263392833
2013,December,MD,Adelphi,15.118661411830333
2014,January,MD,Adelphi,7.307117919921854
2014,February,MD,Adelphi,14.383560965401765
2014,March,MD,Adelphi,20.698646240234353
2014,April,MD,Adelphi,29.899157191685255
2014,May,MD,Adelphi,41.14207362583703
2014,June,MD,Adelphi,49.79836896623882
2014,July,MD,Adelphi,56.71497924804686
2014,August,MD,Adelphi,56.555923374720955
2014,September,MD,Adelphi,46.750110212053556
2014,October,MD,Adelphi,35.12883248465399
2014,November,MD,Adelphi,23.142133789062477
2014,December,MD,Adelphi,17.538120291573634
2015,January,MD,Adelphi,8.295799822126096
2015,February,MD,Adelphi,14.117895856584802
2015,March,MD,Adelphi,19.369572579520067
2015,April,MD,Adelphi,30.25442103794641
2015,May,MD,Adelphi,41.54282087053569
2015,June,MD,Adelphi,50.20565830775668
2015,July,MD,Adelphi,57.037469831194166
2015,August,MD,Adelphi,55.65996215820311
2015,September,MD,Adelphi,45.25566615513391
2015,October,MD,Adelphi,33.49498238699775
2015,November,MD,Adelphi,24.696008649553548
2015,December,MD,Adelphi,14.51198329380578
2016,January,MD,Adelphi,8.697178780691942
2016,February,MD,Adelphi,12.265343279157346
2016,March,MD,Adelphi,21.055117274693057
2016,April,MD,Adelphi,30.135818394252208
2016,May,MD,Adelphi,41.31557652064729
2016,June,MD,Adelphi,50.81492082868301
2016,July,MD,Adelphi,57.389050641741036
2016,August,MD,Adelphi,54.731892089843726
2016,September,MD,Adelphi,46.94376255580355
2016,October,MD,Adelphi,32.715167585100424
2016,November,MD,Adelphi,25.246578020368286
2016,December,MD,Adelphi,15.066478969028998
2017,January,MD,Adelphi,10.586144496372746
2017,February,MD,Adelphi,11.802232927594847
2017,March,MD,Adelphi,20.405502232142833
2017,April,MD,Adelphi,28.95842668805801
2017,May,MD,Adelphi,40.47921090262274
2017,June,MD,Adelphi,50.41495832170757
2017,July,MD,Adelphi,57.60549438476559
2017,August,MD,Adelphi,56.34311296735489
2017,September,MD,Adelphi,48.145627615792385
2017,October,MD,Adelphi,34.33790318080356
2017,November,MD,Adelphi,23.570401785714267
2017,December,MD,Adelphi,16.03532924107141
2018,January,MD,Adelphi,7.403546491350424
2018,February,MD,Adelphi,12.366697387695291
2018,March,MD,Adelphi,22.11313337053569
2018,April,MD,Adelphi,29.207769252232122
2018,May,MD,Adelphi,41.1587623814174
2018,June,MD,Adelphi,49.87702061244417
2018,July,MD,Adelphi,56.91993181501115
2018,August,MD,Adelphi,56.58553152901783
2018,September,MD,Adelphi,45.71682774135043
2018,October,MD,Adelphi,32.64952165876114
2018,November,MD,Adelphi,24.354414934430782
2018,December,MD,Adelphi,18.44208583286828
2019,January,MD,Adelphi,10.283511701311362
2019,February,MD,Adelphi,16.425555768694174
2019,March,MD,Adelphi,20.116224365234352
2019,April,MD,Adelphi,29.27997035435266
2019,May,MD,Adelphi,41.263179582868275
2019,June,MD,Adelphi,50.98310058593748
2019,July,MD,Adelphi,56.88426025390622
2019,August,MD,Adelphi,57.69738978794641
2019,September,MD,Adelphi,46.723287876674085
2019,October,MD,Adelphi,31.85488577706471
2019,November,MD,Adelphi,26.028679024832563
2019,December,MD,Adelphi,16.6971194893973
2020,January,MD,Adelphi,8.504192156110472
2020,February,MD,Adelphi,14.935915614536807
2020,March,MD,Adelphi,21.016012486049085
2020,April,MD,Adelphi,31.267697928292392
2020,May,MD,Adelphi,41.38172206333703
2020,June,MD,Adelphi,51.5033712332589
2020,July,MD,Adelphi,56.68431692940846
2020,August,MD,Adelphi,57.989649658203106
2020,September,MD,Adelphi,47.78911342075891
2020,October,MD,Adelphi,34.31812779017855
2020,November,MD,Adelphi,24.612023402622746
2020,December,MD,Adelphi,18.103306710379446
2021,January,MD,Adelphi,8.584434204101541
2021,February,MD,Adelphi,10.8036868722098
2021,March,MD,Adelphi,19.85177036830355
2021,April,MD,Adelphi,29.71613542829239
2021,May,MD,Adelphi,40.63185285295757
2021,June,MD,Adelphi,50.73951799665175
2021,July,MD,Adelphi,57.031102992466494
2021,August,MD,Adelphi,57.806376778738816
2021,September,MD,Adelphi,47.59629028320309
2021,October,MD,Adelphi,32.88999668666292
2021,November,MD,Adelphi,25.715335867745516
2021,December,MD,Adelphi,16.13085013253346
2022,January,MD,Adelphi,9.79259547642297
2022,February,MD,Adelphi,13.41390110560824
2022,March,MD,Adelphi,20.957499825613816
2022,April,MD,Adelphi,30.236338065011132
2022,May,MD,Adelphi,41.1695080566406
2022,June,MD,Adelphi,50.964457833426316
2022,July,MD,Adelphi,57.96823678152898
2022,August,MD,Adelphi,57.683303745814705
2022,September,MD,Adelphi,46.29056256975445
2022,October,MD,Adelphi,33.240437011718726
2022,November,MD,Adelphi,25.883502546037924
2022,December,MD,Adelphi,17.66520333426337
2023,January,MD,Adelphi,8.430347028459801
2023,February,MD,Adelphi,11.75457318987163
2023,March,MD,Adelphi,21.15047729492185
2023,April,MD,Adelphi,31.14072213309149
2023,May,MD,Adelphi,39.98825020926338
2023,June,MD,Adelphi,51.88888148716515
2006,January,CA,Albany,36.69908743722095
2006,February,CA,Albany,37.137334681919626
2006,March,CA,Albany,42.08885968889507
2006,April,CA,Albany,43.0774173409598
2006,May,CA,Albany,45.99251656668525
2006,June,CA,Albany,49.640866873604885
2006,July,CA,Albany,51.97801461356025
2006,August,CA,Albany,52.95547869001114
2006,September,CA,Albany,51.67759085518971
2006,October,CA,Albany,46.51747994559149
2006,November,CA,Albany,39.90709263392855
2006,December,CA,Albany,37.5478989955357
2007,January,CA,Albany,36.58572945731025
2007,February,CA,Albany,38.34442609514507
2007,March,CA,Albany,40.846988699776766
2007,April,CA,Albany,42.91326067243301
2007,May,CA,Albany,45.472850167410684
2007,June,CA,Albany,49.7064212472098
2007,July,CA,Albany,51.715022844587025
2007,August,CA,Albany,52.95398507254462
2007,September,CA,Albany,52.397585100446406
2007,October,CA,Albany,47.76429478236606
2007,November,CA,Albany,40.40491455078123
2007,December,CA,Albany,35.66593575613837
2008,January,CA,Albany,36.30510201590399
2008,February,CA,Albany,39.07677472795756
2008,March,CA,Albany,39.09721452985489
2008,April,CA,Albany,41.43659092494417
2008,May,CA,Albany,46.06951764787944
2008,June,CA,Albany,49.3460461425781
2008,July,CA,Albany,51.606977539062484
2008,August,CA,Albany,52.36979230608255
2008,September,CA,Albany,52.47121442522319
2008,October,CA,Albany,47.061706019810245
2008,November,CA,Albany,39.83977260044641
2008,December,CA,Albany,36.36934326171873
2009,January,CA,Albany,36.59469377790176
2009,February,CA,Albany,38.38379638671873
2009,March,CA,Albany,40.62932861328123
2009,April,CA,Albany,43.89304495675222
2009,May,CA,Albany,45.83651070731024
2009,June,CA,Albany,49.26290841238837
2009,July,CA,Albany,51.24102033342632
2009,August,CA,Albany,53.25996738978792
2009,September,CA,Albany,52.63569545200891
2009,October,CA,Albany,46.82191109793524
2009,November,CA,Albany,40.92401070731025
2009,December,CA,Albany,36.802241210937474
2010,January,CA,Albany,36.20369820731025
2010,February,CA,Albany,37.31508039202007
2010,March,CA,Albany,39.67411708286828
2010,April,CA,Albany,42.5669192940848
2010,May,CA,Albany,45.95079467773436
2010,June,CA,Albany,49.6131839425223
2010,July,CA,Albany,52.43318341936382
2010,August,CA,Albany,51.832131870814706
2010,September,CA,Albany,52.04230294363837
2010,October,CA,Albany,47.00552403041292
2010,November,CA,Albany,40.33434308733257
2010,December,CA,Albany,34.782896554129444
2011,January,CA,Albany,36.270869140624974
2011,February,CA,Albany,38.92812186104909
2011,March,CA,Albany,39.69107264927453
2011,April,CA,Albany,42.68763811383926
2011,May,CA,Albany,45.48137241908479
2011,June,CA,Albany,49.555801304408455
2011,July,CA,Albany,51.83444684709819
2011,August,CA,Albany,52.831419503348194
2011,September,CA,Albany,53.110804443359356
2011,October,CA,Albany,46.80302507672988
2011,November,CA,Albany,40.63962960379462
2011,December,CA,Albany,38.57496372767854
2012,January,CA,Albany,37.90717285156248
2012,February,CA,Albany,39.06287179129462
2012,March,CA,Albany,38.9959205845424
2012,April,CA,Albany,42.25279401506694
2012,May,CA,Albany,45.78213361467631
2012,June,CA,Albany,49.569884730747745
2012,July,CA,Albany,51.826895054408475
2012,August,CA,Albany,52.32009225027899
2012,September,CA,Albany,51.587994733537926
2012,October,CA,Albany,47.66646937779016
2012,November,CA,Albany,41.18810110909597
2012,December,CA,Albany,36.56991176060266
2013,January,CA,Albany,34.59119820731025
2013,February,CA,Albany,38.94666521344863
2013,March,CA,Albany,40.485127825055784
2013,April,CA,Albany,42.292436349051314
2013,May,CA,Albany,45.81414306640623
2013,June,CA,Albany,50.03720127650668
2013,July,CA,Albany,51.28354265485489
2013,August,CA,Albany,52.394694649832566
2013,September,CA,Albany,52.30250104631695
2013,October,CA,Albany,47.64250087193078
2013,November,CA,Albany,40.548113490513366
2013,December,CA,Albany,36.631288713727656
2014,January,CA,Albany,37.74963152204239
2014,February,CA,Albany,39.698287004743285
2014,March,CA,Albany,39.98817696707587
2014,April,CA,Albany,43.19996459960936
2014,May,CA,Albany,45.315813685825866
2014,June,CA,Albany,50.744626639229885
2014,July,CA,Albany,52.3403332519531
2014,August,CA,Albany,52.52315883091517
2014,September,CA,Albany,51.48788574218747
2014,October,CA,Albany,48.00020786830354
2014,November,CA,Albany,41.06362862723212
2014,December,CA,Albany,35.66826904296873
2015,January,CA,Albany,36.19314348493301
2015,February,CA,Albany,39.22250313895086
2015,March,CA,Albany,39.812029506138366
2015,April,CA,Albany,42.790770961216495
2015,May,CA,Albany,45.40373570033479
2015,June,CA,Albany,50.08355834960936
2015,July,CA,Albany,51.80431030273436
2015,August,CA,Albany,52.65224557059149
2015,September,CA,Albany,52.329124581473195
2015,October,CA,Albany,47.33064610072543
2015,November,CA,Albany,40.622710658482106
2015,December,CA,Albany,37.8193868582589
2016,January,CA,Albany,38.11085152762275
2016,February,CA,Albany,39.71195975167409
2016,March,CA,Albany,41.17056483677453
2016,April,CA,Albany,43.58921543666292
2016,May,CA,Albany,46.2915539550781
2016,June,CA,Albany,49.82575108119417
2016,July,CA,Albany,52.369687674386135
2016,August,CA,Albany,53.37419119698658
2016,September,CA,Albany,52.55309657505578
2016,October,CA,Albany,46.949841657366036
2016,November,CA,Albany,40.55886178152899
2016,December,CA,Albany,37.53679757254462
2017,January,CA,Albany,37.10384730747764
2017,February,CA,Albany,40.088011300223194
2017,March,CA,Albany,41.8355986676897
2017,April,CA,Albany,43.929357386997744
2017,May,CA,Albany,46.22435424804684
2017,June,CA,Albany,50.20064121791292
2017,July,CA,Albany,52.06351702008927
2017,August,CA,Albany,52.90622070312497
2017,September,CA,Albany,52.863442034040155
2017,October,CA,Albany,49.30777709960935
2017,November,CA,Albany,41.440734340122745
2017,December,CA,Albany,38.54435634068077
2018,January,CA,Albany,37.48022583007811
2018,February,CA,Albany,39.221166469028994
2018,March,CA,Albany,40.124716099330335
2018,April,CA,Albany,43.72431588309149
2018,May,CA,Albany,46.394098249162916
2018,June,CA,Albany,50.7938950892857
2018,July,CA,Albany,53.302403390066935
2018,August,CA,Albany,53.40338867187498
2018,September,CA,Albany,52.504461146763376
2018,October,CA,Albany,48.4658215332031
2018,November,CA,Albany,42.51713553292408
2018,December,CA,Albany,37.093650948660695
2019,January,CA,Albany,37.94664515904016
2019,February,CA,Albany,39.6620138113839
2019,March,CA,Albany,41.332725655691945
2019,April,CA,Albany,43.66441162109372
2019,May,CA,Albany,45.027987583705325
2019,June,CA,Albany,50.48691877092632
2019,July,CA,Albany,51.929844796316935
2019,August,CA,Albany,52.54508701869416
2019,September,CA,Albany,52.30810668945311
2019,October,CA,Albany,49.0468753487723
2019,November,CA,Albany,40.46018886021204
2019,December,CA,Albany,37.142903703962034
2020,January,CA,Albany,37.045897042410694
2020,February,CA,Albany,40.1466338239397
2020,March,CA,Albany,41.018589913504435
2020,April,CA,Albany,43.633563581194174
2020,May,CA,Albany,45.37161376953122
2020,June,CA,Albany,49.928502022879435
2020,July,CA,Albany,52.954408830915156
2020,August,CA,Albany,53.00084699358255
2020,September,CA,Albany,52.77653756277899
2020,October,CA,Albany,48.55125331333703
2020,November,CA,Albany,40.196438511439716
2020,December,CA,Albany,37.08365077427453
2021,January,CA,Albany,35.570574428013366
2021,February,CA,Albany,37.49858084542409
2021,March,CA,Albany,40.541053466796846
2021,April,CA,Albany,43.768185337611584
2021,May,CA,Albany,47.51859078543524
2021,June,CA,Albany,50.804946812220955
2021,July,CA,Albany,52.34515415736605
2021,August,CA,Albany,53.28024762834819
2021,September,CA,Albany,52.42500645228792
2021,October,CA,Albany,47.21688528878346
2021,November,CA,Albany,40.770440150669614
2021,December,CA,Albany,38.34679600306918
2022,January,CA,Albany,37.436667654854894
2022,February,CA,Albany,39.13701642717631
2022,March,CA,Albany,41.93305001395087
2022,April,CA,Albany,43.046179547991045
2022,May,CA,Albany,46.85036045619418
2022,June,CA,Albany,50.64915021623882
2022,July,CA,Albany,52.69046229771203
2022,August,CA,Albany,52.99102207728792
2022,September,CA,Albany,53.16408551897319
2022,October,CA,Albany,48.06008074079239
2022,November,CA,Albany,40.119746093749974
2022,December,CA,Albany,36.78146135602675
2023,January,CA,Albany,38.08026245117183
2023,February,CA,Albany,40.1994388253348
2023,March,CA,Albany,41.58699375697544
2023,April,CA,Albany,42.65121582031248
2023,May,CA,Albany,46.12560285295756
2023,June,CA,Albany,50.29185913085935
2006,January,FL,Alachua,27.608118024553544
2006,February,FL,Alachua,32.82938354492185
2006,March,FL,Alachua,35.37730922154016
2006,April,FL,Alachua,45.618183593749976
2006,May,FL,Alachua,55.10505318777899
2006,June,FL,Alachua,63.693377162388366
2006,July,FL,Alachua,66.12212733677453
2006,August,FL,Alachua,67.21495047433035
2006,September,FL,Alachua,62.92943760463169
2006,October,FL,Alachua,51.39092093331471
2006,November,FL,Alachua,37.64427786690845
2006,December,FL,Alachua,32.16250558035712
2007,January,FL,Alachua,29.760201067243283
2007,February,FL,Alachua,33.64254708426337
2007,March,FL,Alachua,36.655675746372744
2007,April,FL,Alachua,45.91913835797988
2007,May,FL,Alachua,55.32820905412944
2007,June,FL,Alachua,65.06708670479908
2007,July,FL,Alachua,68.44066109793525
2007,August,FL,Alachua,66.47232439313615
2007,September,FL,Alachua,62.064727260044634
2007,October,FL,Alachua,50.78405970982141
2007,November,FL,Alachua,39.2589385114397
2007,December,FL,Alachua,31.073938337053544
2008,January,FL,Alachua,29.60134660993301
2008,February,FL,Alachua,32.796403634207564
2008,March,FL,Alachua,38.55949131556917
2008,April,FL,Alachua,45.712072230747744
2008,May,FL,Alachua,55.66560180664061
2008,June,FL,Alachua,65.07690638950889
2008,July,FL,Alachua,68.00201363699775
2008,August,FL,Alachua,68.36503330775668
2008,September,FL,Alachua,60.779771554129454
2008,October,FL,Alachua,50.20832118443078
2008,November,FL,Alachua,40.987686941964256
2008,December,FL,Alachua,32.110477469308016
2009,January,FL,Alachua,30.74571916852676
2009,February,FL,Alachua,33.31167811802453
2009,March,FL,Alachua,36.98093122209819
2009,April,FL,Alachua,46.231058523995515
2009,May,FL,Alachua,55.26594796316962
2009,June,FL,Alachua,64.11087071010041
2009,July,FL,Alachua,68.29411132812497
2009,August,FL,Alachua,66.99158011300221
2009,September,FL,Alachua,63.32358782087052
2009,October,FL,Alachua,50.03147530691962
2009,November,FL,Alachua,39.326088518415155
2009,December,FL,Alachua,31.80232666015623
2010,January,FL,Alachua,30.728999023437467
2010,February,FL,Alachua,30.682982003348197
2010,March,FL,Alachua,35.04138916015623
2010,April,FL,Alachua,45.11813563755578
2010,May,FL,Alachua,55.224477190290145
2010,June,FL,Alachua,63.90730451311382
2010,July,FL,Alachua,68.74911795479909
2010,August,FL,Alachua,68.48204816545756
2010,September,FL,Alachua,63.05896902901783
2010,October,FL,Alachua,49.283706577845955
2010,November,FL,Alachua,39.46329206194194
2010,December,FL,Alachua,34.66759242466516
2011,January,FL,Alachua,27.169993722098184
2011,February,FL,Alachua,32.462092285156224
2011,March,FL,Alachua,37.680888497488816
2011,April,FL,Alachua,45.41075387137274
2011,May,FL,Alachua,56.49839163643971
2011,June,FL,Alachua,63.90111816406248
2011,July,FL,Alachua,67.22568568638391
2011,August,FL,Alachua,68.07492361886159
2011,September,FL,Alachua,64.28448608398435
2011,October,FL,Alachua,51.368542829241036
2011,November,FL,Alachua,38.406501464843736
2011,December,FL,Alachua,31.44649257114953
2012,January,FL,Alachua,28.556837158203102
2012,February,FL,Alachua,30.040357666015602
2012,March,FL,Alachua,38.183267124720956
2012,April,FL,Alachua,46.54096452985489
2012,May,FL,Alachua,56.46778163364953
2012,June,FL,Alachua,65.89502685546874
2012,July,FL,Alachua,68.77982212611604
2012,August,FL,Alachua,67.69310947963169
2012,September,FL,Alachua,63.13758928571426
2012,October,FL,Alachua,50.47732927594864
2012,November,FL,Alachua,39.9799084472656
2012,December,FL,Alachua,33.70212960379462
2013,January,FL,Alachua,30.73471976143971
2013,February,FL,Alachua,33.70054181780132
2013,March,FL,Alachua,36.04445138113837
2013,April,FL,Alachua,46.498133544921856
2013,May,FL,Alachua,55.14787632533479
2013,June,FL,Alachua,64.64239972795758
2013,July,FL,Alachua,67.93973423549104
2013,August,FL,Alachua,67.05214355468748
2013,September,FL,Alachua,63.26101806640624
2013,October,FL,Alachua,50.45264142717631
2013,November,FL,Alachua,40.57750453404016
2013,December,FL,Alachua,32.89698085239953
2014,January,FL,Alachua,30.04994716099328
2014,February,FL,Alachua,31.594690290178544
2014,March,FL,Alachua,37.31500976562497
2014,April,FL,Alachua,45.08337698800221
2014,May,FL,Alachua,54.487652936662926
2014,June,FL,Alachua,64.62655587332587
2014,July,FL,Alachua,66.86105207170756
2014,August,FL,Alachua,67.3360878208705
2014,September,FL,Alachua,62.89089390345981
2014,October,FL,Alachua,51.38031127929685
2014,November,FL,Alachua,38.77036603655132
2014,December,FL,Alachua,32.138482142857114
2015,January,FL,Alachua,28.630958251953096
2015,February,FL,Alachua,32.18311279296873
2015,March,FL,Alachua,36.69069335937498
2015,April,FL,Alachua,44.19364135742185
2015,May,FL,Alachua,56.556564243861594
2015,June,FL,Alachua,64.9576157924107
2015,July,FL,Alachua,69.12374389648436
2015,August,FL,Alachua,68.49896711077005
2015,September,FL,Alachua,63.24066196986605
2015,October,FL,Alachua,50.512137625558026
2015,November,FL,Alachua,37.50442452566962
2015,December,FL,Alachua,31.783472028459798
2016,January,FL,Alachua,28.254315534319165
2016,February,FL,Alachua,32.1912112862723
2016,March,FL,Alachua,35.80340611049105
2016,April,FL,Alachua,46.04857038225445
2016,May,FL,Alachua,55.18096609933033
2016,June,FL,Alachua,64.65815987723211
2016,July,FL,Alachua,68.58449567522318
2016,August,FL,Alachua,66.80495378766739
2016,September,FL,Alachua,61.22740426199774
2016,October,FL,Alachua,48.946468157087025
2016,November,FL,Alachua,40.56214460100444
2016,December,FL,Alachua,31.592997872488816
2017,January,FL,Alachua,28.28717250279015
2017,February,FL,Alachua,32.84414969308034
2017,March,FL,Alachua,36.60593122209819
2017,April,FL,Alachua,45.28395333426338
2017,May,FL,Alachua,53.8777103097098
2017,June,FL,Alachua,64.64547328404016
2017,July,FL,Alachua,68.84845790318077
2017,August,FL,Alachua,67.82928240094864
2017,September,FL,Alachua,63.519429582868284
2017,October,FL,Alachua,51.481526750837034
2017,November,FL,Alachua,38.457627127511124
2017,December,FL,Alachua,32.68260620117186
2018,January,FL,Alachua,28.59113542829239
2018,February,FL,Alachua,32.72537440708703
2018,March,FL,Alachua,36.218773018973195
2018,April,FL,Alachua,44.4089629255022
2018,May,FL,Alachua,56.22155447823657
2018,June,FL,Alachua,64.82915422712051
2018,July,FL,Alachua,68.4085443987165
2018,August,FL,Alachua,66.77500558035712
2018,September,FL,Alachua,64.87482857840398
2018,October,FL,Alachua,48.84099417550221
2018,November,FL,Alachua,36.66553728376114
2018,December,FL,Alachua,32.16239048549105
2019,January,FL,Alachua,29.95255336216516
2019,February,FL,Alachua,34.54288452148435
2019,March,FL,Alachua,37.06643886021203
2019,April,FL,Alachua,46.92512765066963
2019,May,FL,Alachua,55.966896623883905
2019,June,FL,Alachua,66.590307094029
2019,July,FL,Alachua,69.11454677036829
2019,August,FL,Alachua,68.84214861188615
2019,September,FL,Alachua,66.02359828404016
2019,October,FL,Alachua,49.64083286830355
2019,November,FL,Alachua,40.58750209263389
2019,December,FL,Alachua,34.48618722098212
2020,January,FL,Alachua,28.271203090122746
2020,February,FL,Alachua,32.86698817661828
2020,March,FL,Alachua,37.0588373674665
2020,April,FL,Alachua,44.82243600027899
2020,May,FL,Alachua,56.56762642996649
2020,June,FL,Alachua,63.329818638392844
2020,July,FL,Alachua,69.11840244838167
2020,August,FL,Alachua,66.76688616071426
2020,September,FL,Alachua,64.6707287597656
2020,October,FL,Alachua,51.6766831752232
2020,November,FL,Alachua,38.371737583705325
2020,December,FL,Alachua,33.91679983956471
2021,January,FL,Alachua,28.88912126813613
2021,February,FL,Alachua,32.18347115652899
2021,March,FL,Alachua,34.39857910156248
2021,April,FL,Alachua,46.239688023158465
2021,May,FL,Alachua,56.17601353236604
2021,June,FL,Alachua,66.01800833565846
2021,July,FL,Alachua,68.929764578683
2021,August,FL,Alachua,68.55306169782364
2021,September,FL,Alachua,66.00770211356026
2021,October,FL,Alachua,49.08551845005578
2021,November,FL,Alachua,40.524903564453105
2021,December,FL,Alachua,32.24286795479909
2022,January,FL,Alachua,30.17851858956471
2022,February,FL,Alachua,33.676379743303556
2022,March,FL,Alachua,37.16714163643971
2022,April,FL,Alachua,46.684788643973185
2022,May,FL,Alachua,54.966410958426316
2022,June,FL,Alachua,65.82292253766738
2022,July,FL,Alachua,69.68574951171873
2022,August,FL,Alachua,68.34493094308034
2022,September,FL,Alachua,64.6434591238839
2022,October,FL,Alachua,48.12272373744418
2022,November,FL,Alachua,39.87104963030132
2022,December,FL,Alachua,31.88274919782363
2023,January,FL,Alachua,29.248816266741045
2023,February,FL,Alachua,32.85344360351561
2023,March,FL,Alachua,38.34606358119417
2023,April,FL,Alachua,45.95986886160712
2023,May,FL,Alachua,55.666485944475426
2023,June,FL,Alachua,65.66124825613836
2006,January,MS,Ackerman,16.643736397879444
2006,February,MS,Ackerman,18.613628191266724
2006,March,MS,Ackerman,25.492232317243285
2006,April,MS,Ackerman,36.42570574079239
2006,May,MS,Ackerman,48.237222202845956
2006,June,MS,Ackerman,57.240021100725436
2006,July,MS,Ackerman,61.68307529994416
2006,August,MS,Ackerman,62.05735857282364
2006,September,MS,Ackerman,51.532587018694166
2006,October,MS,Ackerman,37.73354439871649
2006,November,MS,Ackerman,24.688728899274526
2006,December,MS,Ackerman,17.47483380998882
2007,January,MS,Ackerman,16.43351300920757
2007,February,MS,Ackerman,18.890093906947524
2007,March,MS,Ackerman,25.70718505859373
2007,April,MS,Ackerman,37.027186279296856
2007,May,MS,Ackerman,48.90787475585935
2007,June,MS,Ackerman,58.53559169224328
2007,July,MS,Ackerman,63.56995884486605
2007,August,MS,Ackerman,63.52098859514505
2007,September,MS,Ackerman,49.460141775948635
2007,October,MS,Ackerman,37.14757812499998
2007,November,MS,Ackerman,26.601234130859346
2007,December,MS,Ackerman,15.572041015624977
2008,January,MS,Ackerman,16.90070399693078
2008,February,MS,Ackerman,22.728098318917382
2008,March,MS,Ackerman,28.28389229910712
2008,April,MS,Ackerman,36.90565133231024
2008,May,MS,Ackerman,45.419830671037936
2008,June,MS,Ackerman,58.642745012555785
2008,July,MS,Ackerman,63.47095633370535
2008,August,MS,Ackerman,61.23665108816962
