Year,Month,State,City,AVG_Dry_Spell
2016,March,MD,Adelphi,0.47619047619047616
2016,April,MD,Adelphi,0.47619047619047616
2016,May,MD,Adelphi,0.23809523809523808
2016,June,MD,Adelphi,0.14285714285714285
2016,July,MD,Adelphi,0.38095238095238093
2016,August,MD,Adelphi,0.47619047619047616
2016,September,MD,Adelphi,0.2857142857142857
2016,October,MD,Adelphi,0.6190476190476191
2016,November,MD,Adelphi,0.47619047619047616
2016,December,MD,Adelphi,0.6666666666666666
2017,January,MD,Adelphi,0.42857142857142855
2017,February,MD,Adelphi,0.8095238095238095
2017,March,MD,Adelphi,0.42857142857142855
2017,April,MD,Adelphi,0.3333333333333333
2017,May,MD,Adelphi,0.38095238095238093
2017,June,MD,Adelphi,0.3333333333333333
2017,July,MD,Adelphi,0.2857142857142857
2017,August,MD,Adelphi,0.47619047619047616
2017,September,MD,Adelphi,0.5238095238095238
2017,October,MD,Adelphi,0.7142857142857143
2017,November,MD,Adelphi,0.5714285714285714
2017,December,MD,Adelphi,0.47619047619047616
2018,January,MD,Adelphi,0.5714285714285714
2018,February,MD,Adelphi,0.7619047619047619
2018,March,MD,Adelphi,0.5238095238095238
2018,April,MD,Adelphi,0.38095238095238093
2018,May,MD,Adelphi,0.3333333333333333
2018,June,MD,Adelphi,0.38095238095238093
2018,July,MD,Adelphi,0.23809523809523808
2018,August,MD,Adelphi,0.42857142857142855
2018,September,MD,Adelphi,0.6666666666666666
2018,October,MD,Adelphi,0.7619047619047619
2018,November,MD,Adelphi,0.38095238095238093
2018,December,MD,Adelphi,0.42857142857142855
2019,January,MD,Adelphi,1.0952380952380953
2019,February,MD,Adelphi,0.5238095238095238
2019,March,MD,Adelphi,0.5714285714285714
2019,April,MD,Adelphi,0.42857142857142855
2019,May,MD,Adelphi,0.3333333333333333
2019,June,MD,Adelphi,0.38095238095238093
2019,July,MD,Adelphi,0.42857142857142855
2019,August,MD,Adelphi,0.23809523809523808
2019,September,MD,Adelphi,0.6190476190476191
2019,October,MD,Adelphi,1.0952380952380953
2019,November,MD,Adelphi,0.6190476190476191
2019,December,MD,Adelphi,0.38095238095238093
2020,January,MD,Adelphi,0.6190476190476191
2020,February,MD,Adelphi,0.9523809523809523
2020,March,MD,Adelphi,0.47619047619047616
2020,April,MD,Adelphi,0.2857142857142857
2020,May,MD,Adelphi,0.3333333333333333
2020,June,MD,Adelphi,0.3333333333333333
2020,July,MD,Adelphi,0.23809523809523808
2020,August,MD,Adelphi,0.47619047619047616
2020,September,MD,Adelphi,0.6666666666666666
2020,October,MD,Adelphi,0.8571428571428571
2020,November,MD,Adelphi,0.42857142857142855
2020,December,MD,Adelphi,0.6666666666666666
2021,January,MD,Adelphi,0.5238095238095238
2021,February,MD,Adelphi,0.8571428571428571
2021,March,MD,Adelphi,0.5238095238095238
2021,April,MD,Adelphi,0.3333333333333333
2021,May,MD,Adelphi,0.3333333333333333
2021,June,MD,Adelphi,0.2857142857142857
2021,July,MD,Adelphi,0.23809523809523808
2021,August,MD,Adelphi,0.23809523809523808
2021,September,MD,Adelphi,0.7142857142857143
2021,October,MD,Adelphi,0.6666666666666666
2021,November,MD,Adelphi,0.5714285714285714
2021,December,MD,Adelphi,0.5238095238095238
2022,January,MD,Adelphi,0.8095238095238095
2022,February,MD,Adelphi,0.7619047619047619
2022,March,MD,Adelphi,0.6666666666666666
2022,April,MD,Adelphi,0.47619047619047616
2022,May,MD,Adelphi,0.38095238095238093
2022,June,MD,Adelphi,0.23809523809523808
2022,July,MD,Adelphi,0.14285714285714285
2022,August,MD,Adelphi,0.5238095238095238
2022,September,MD,Adelphi,0.6190476190476191
2022,October,MD,Adelphi,0.7142857142857143
2022,November,MD,Adelphi,0.38095238095238093
2022,December,MD,Adelphi,0.47619047619047616
2023,January,MD,Adelphi,0.7142857142857143
2023,February,MD,Adelphi,0.9047619047619048
2023,March,MD,Adelphi,0.6190476190476191
2023,April,MD,Adelphi,0.23809523809523808
2023,May,MD,Adelphi,0.3333333333333333
2023,June,MD,Adelphi,0.2857142857142857
2006,January,CA,Albany,1.0
2006,February,CA,Albany,0.38095238095238093
2006,March,CA,Albany,0.7619047619047619
2006,April,CA,Albany,1.1904761904761905
2006,May,CA,Albany,1.7142857142857142
2006,June,CA,Albany,1.8571428571428572
2006,July,CA,Albany,1.0
2006,August,CA,Albany,1.0
2006,September,CA,Albany,1.8571428571428572
2006,October,CA,Albany,1.380952380952381
2006,November,CA,Albany,1.0
2006,December,CA,Albany,0.8095238095238095
2007,January,CA,Albany,0.7142857142857143
2007,February,CA,Albany,0.42857142857142855
2007,March,CA,Albany,0.9523809523809523
2007,April,CA,Albany,0.9047619047619048
2007,May,CA,Albany,1.6666666666666667
2007,June,CA,Albany,1.619047619047619
2007,July,CA,Albany,1.0
2007,August,CA,Albany,1.0
2007,September,CA,Albany,1.7142857142857142
2007,October,CA,Albany,1.3333333333333333
2007,November,CA,Albany,0.9523809523809523
2007,December,CA,Albany,1.0476190476190477
2008,January,CA,Albany,0.9523809523809523
2008,February,CA,Albany,0.5238095238095238
2008,March,CA,Albany,0.6666666666666666
2008,April,CA,Albany,1.0
2008,May,CA,Albany,2.0
2008,June,CA,Albany,1.6666666666666667
2008,July,CA,Albany,1.0
2008,August,CA,Albany,1.0
2008,September,CA,Albany,1.619047619047619
2008,October,CA,Albany,1.1428571428571428
2008,November,CA,Albany,0.9047619047619048
2008,December,CA,Albany,1.2380952380952381
2009,January,CA,Albany,0.6666666666666666
2009,February,CA,Albany,0.6666666666666666
2009,March,CA,Albany,0.9523809523809523
2009,April,CA,Albany,0.9523809523809523
2009,May,CA,Albany,1.4285714285714286
2009,June,CA,Albany,1.7619047619047619
2009,July,CA,Albany,1.0
2009,August,CA,Albany,1.0
2009,September,CA,Albany,1.7619047619047619
2009,October,CA,Albany,1.2857142857142858
2009,November,CA,Albany,1.1428571428571428
2009,December,CA,Albany,0.7619047619047619
2010,January,CA,Albany,0.9047619047619048
2010,February,CA,Albany,0.7142857142857143
2010,March,CA,Albany,0.8571428571428571
2010,April,CA,Albany,1.1428571428571428
2010,May,CA,Albany,1.7142857142857142
2010,June,CA,Albany,1.5714285714285714
2010,July,CA,Albany,1.0
2010,August,CA,Albany,1.0
2010,September,CA,Albany,1.619047619047619
2010,October,CA,Albany,1.2857142857142858
2010,November,CA,Albany,0.7619047619047619
2010,December,CA,Albany,0.9047619047619048
2011,January,CA,Albany,0.8571428571428571
2011,February,CA,Albany,0.7142857142857143
2011,March,CA,Albany,0.7619047619047619
2011,April,CA,Albany,1.0476190476190477
2011,May,CA,Albany,1.5238095238095237
2011,June,CA,Albany,1.9047619047619047
2011,July,CA,Albany,1.0
2011,August,CA,Albany,1.0
2011,September,CA,Albany,1.8571428571428572
2011,October,CA,Albany,1.1428571428571428
2011,November,CA,Albany,0.8571428571428571
2011,December,CA,Albany,0.7142857142857143
2012,January,CA,Albany,0.7142857142857143
2012,February,CA,Albany,0.6666666666666666
2012,March,CA,Albany,0.7142857142857143
2012,April,CA,Albany,1.0952380952380953
2012,May,CA,Albany,1.7142857142857142
2012,June,CA,Albany,1.9523809523809523
2012,July,CA,Albany,1.0
2012,August,CA,Albany,1.0
2012,September,CA,Albany,1.6666666666666667
2012,October,CA,Albany,1.4761904761904763
2012,November,CA,Albany,1.0
2012,December,CA,Albany,1.0476190476190477
2013,January,CA,Albany,0.8571428571428571
2013,February,CA,Albany,0.5238095238095238
2013,March,CA,Albany,1.0
2013,April,CA,Albany,0.9523809523809523
2013,May,CA,Albany,1.4285714285714286
2013,June,CA,Albany,1.6666666666666667
2013,July,CA,Albany,1.0
2013,August,CA,Albany,1.0
2013,September,CA,Albany,1.6666666666666667
2013,October,CA,Albany,1.2857142857142858
2013,November,CA,Albany,0.9047619047619048
2013,December,CA,Albany,0.8095238095238095
2014,January,CA,Albany,0.8571428571428571
2014,February,CA,Albany,0.5714285714285714
2014,March,CA,Albany,0.7619047619047619
2014,April,CA,Albany,1.0
2014,May,CA,Albany,1.8571428571428572
2014,June,CA,Albany,1.5714285714285714
2014,July,CA,Albany,1.0
2014,August,CA,Albany,1.0
2014,September,CA,Albany,1.4285714285714286
2014,October,CA,Albany,1.1428571428571428
2014,November,CA,Albany,0.9523809523809523
2014,December,CA,Albany,0.9523809523809523
2015,January,CA,Albany,0.9047619047619048
2015,February,CA,Albany,0.8095238095238095
2015,March,CA,Albany,1.0
2015,April,CA,Albany,0.9523809523809523
2015,May,CA,Albany,1.7142857142857142
2015,June,CA,Albany,1.7142857142857142
2015,July,CA,Albany,1.0
2015,August,CA,Albany,1.0
2015,September,CA,Albany,1.7142857142857142
2015,October,CA,Albany,1.6666666666666667
2015,November,CA,Albany,1.0
2015,December,CA,Albany,1.0952380952380953
2016,January,CA,Albany,0.6190476190476191
2016,February,CA,Albany,0.6666666666666666
2016,March,CA,Albany,0.7142857142857143
2016,April,CA,Albany,0.9523809523809523
2016,May,CA,Albany,1.7619047619047619
2016,June,CA,Albany,1.6666666666666667
2016,July,CA,Albany,1.0
2016,August,CA,Albany,1.0
2016,September,CA,Albany,1.8571428571428572
2016,October,CA,Albany,1.0952380952380953
2016,November,CA,Albany,0.9523809523809523
2016,December,CA,Albany,0.6666666666666666
2017,January,CA,Albany,0.8095238095238095
2017,February,CA,Albany,0.6666666666666666
2017,March,CA,Albany,0.7619047619047619
2017,April,CA,Albany,1.2380952380952381
2017,May,CA,Albany,1.6666666666666667
2017,June,CA,Albany,1.4285714285714286
2017,July,CA,Albany,1.0
2017,August,CA,Albany,1.0
2017,September,CA,Albany,1.8095238095238095
2017,October,CA,Albany,1.0952380952380953
2017,November,CA,Albany,0.9523809523809523
2017,December,CA,Albany,0.47619047619047616
2018,January,CA,Albany,0.6666666666666666
2018,February,CA,Albany,0.8571428571428571
2018,March,CA,Albany,0.8571428571428571
2018,April,CA,Albany,1.2380952380952381
2018,May,CA,Albany,1.6666666666666667
2018,June,CA,Albany,1.7619047619047619
2018,July,CA,Albany,1.0
2018,August,CA,Albany,1.0
2018,September,CA,Albany,1.7619047619047619
2018,October,CA,Albany,1.380952380952381
2018,November,CA,Albany,0.8571428571428571
2018,December,CA,Albany,0.8571428571428571
2019,January,CA,Albany,0.9047619047619048
2019,February,CA,Albany,0.47619047619047616
2019,March,CA,Albany,1.0
2019,April,CA,Albany,0.8571428571428571
2019,May,CA,Albany,1.5714285714285714
2019,June,CA,Albany,1.7142857142857142
2019,July,CA,Albany,1.0
2019,August,CA,Albany,1.0
2019,September,CA,Albany,2.0476190476190474
2019,October,CA,Albany,1.0
2019,November,CA,Albany,0.9047619047619048
2019,December,CA,Albany,0.8571428571428571
2020,January,CA,Albany,0.6190476190476191
2020,February,CA,Albany,0.6190476190476191
2020,March,CA,Albany,1.1904761904761905
2020,April,CA,Albany,1.3333333333333333
2020,May,CA,Albany,1.4285714285714286
2020,June,CA,Albany,1.8095238095238095
2020,July,CA,Albany,1.0
2020,August,CA,Albany,1.0
2020,September,CA,Albany,1.8571428571428572
2020,October,CA,Albany,1.3333333333333333
2020,November,CA,Albany,0.9047619047619048
2020,December,CA,Albany,0.9047619047619048
2021,January,CA,Albany,0.8095238095238095
2021,February,CA,Albany,0.6190476190476191
2021,March,CA,Albany,0.9523809523809523
2021,April,CA,Albany,1.0952380952380953
2021,May,CA,Albany,1.619047619047619
2021,June,CA,Albany,1.8095238095238095
2021,July,CA,Albany,1.0
2021,August,CA,Albany,1.0
2021,September,CA,Albany,1.8095238095238095
2021,October,CA,Albany,1.2380952380952381
2021,November,CA,Albany,1.0
2021,December,CA,Albany,1.0
2022,January,CA,Albany,0.7619047619047619
2022,February,CA,Albany,0.6190476190476191
2022,March,CA,Albany,0.9523809523809523
2022,April,CA,Albany,0.9047619047619048
2022,May,CA,Albany,1.5238095238095237
2022,June,CA,Albany,1.7619047619047619
2022,July,CA,Albany,1.0
2022,August,CA,Albany,1.0
2022,September,CA,Albany,1.7142857142857142
2022,October,CA,Albany,1.1428571428571428
2022,November,CA,Albany,1.0476190476190477
2022,December,CA,Albany,0.7619047619047619
2023,January,CA,Albany,0.8095238095238095
2023,February,CA,Albany,0.8571428571428571
2023,March,CA,Albany,1.0476190476190477
2023,April,CA,Albany,1.4285714285714286
2023,May,CA,Albany,1.8095238095238095
2023,June,CA,Albany,1.7619047619047619
2006,January,FL,Alachua,0.7142857142857143
2006,February,FL,Alachua,0.42857142857142855
2006,March,FL,Alachua,0.9523809523809523
2006,April,FL,Alachua,0.8571428571428571
2006,May,FL,Alachua,0.7619047619047619
2006,June,FL,Alachua,0.47619047619047616
2006,July,FL,Alachua,0.14285714285714285
2006,August,FL,Alachua,0.19047619047619047
2006,September,FL,Alachua,0.23809523809523808
2006,October,FL,Alachua,0.9047619047619048
2006,November,FL,Alachua,0.8571428571428571
2006,December,FL,Alachua,1.0
2007,January,FL,Alachua,1.0
2007,February,FL,Alachua,0.7619047619047619
2007,March,FL,Alachua,0.6666666666666666
2007,April,FL,Alachua,0.8095238095238095
2007,May,FL,Alachua,0.7142857142857143
2007,June,FL,Alachua,0.3333333333333333
2007,July,FL,Alachua,0.047619047619047616
2007,August,FL,Alachua,0.047619047619047616
2007,September,FL,Alachua,0.42857142857142855
2007,October,FL,Alachua,0.7142857142857143
2007,November,FL,Alachua,0.9523809523809523
2007,December,FL,Alachua,0.6190476190476191
2008,January,FL,Alachua,0.6666666666666666
2008,February,FL,Alachua,0.6190476190476191
2008,March,FL,Alachua,0.7142857142857143
2008,April,FL,Alachua,0.5238095238095238
2008,May,FL,Alachua,0.5238095238095238
2008,June,FL,Alachua,0.23809523809523808
2008,July,FL,Alachua,0.23809523809523808
2008,August,FL,Alachua,0.3333333333333333
2008,September,FL,Alachua,0.6190476190476191
2008,October,FL,Alachua,0.8571428571428571
2008,November,FL,Alachua,0.5714285714285714
2008,December,FL,Alachua,0.7142857142857143
2009,January,FL,Alachua,0.7142857142857143
2009,February,FL,Alachua,0.5714285714285714
2009,March,FL,Alachua,0.6190476190476191
2009,April,FL,Alachua,0.5714285714285714
2009,May,FL,Alachua,0.5714285714285714
2009,June,FL,Alachua,0.3333333333333333
2009,July,FL,Alachua,0.09523809523809523
2009,August,FL,Alachua,0.14285714285714285
2009,September,FL,Alachua,0.3333333333333333
2009,October,FL,Alachua,1.1428571428571428
2009,November,FL,Alachua,0.9523809523809523
2009,December,FL,Alachua,1.0
2010,January,FL,Alachua,0.6666666666666666
2010,February,FL,Alachua,0.6666666666666666
2010,March,FL,Alachua,1.0952380952380953
2010,April,FL,Alachua,0.6190476190476191
2010,May,FL,Alachua,0.7142857142857143
2010,June,FL,Alachua,0.19047619047619047
2010,July,FL,Alachua,0.047619047619047616
2010,August,FL,Alachua,0.23809523809523808
2010,September,FL,Alachua,0.38095238095238093
2010,October,FL,Alachua,0.9047619047619048
2010,November,FL,Alachua,0.7142857142857143
2010,December,FL,Alachua,0.6666666666666666
2011,January,FL,Alachua,0.9047619047619048
2011,February,FL,Alachua,0.7619047619047619
2011,March,FL,Alachua,0.7142857142857143
2011,April,FL,Alachua,0.6666666666666666
2011,May,FL,Alachua,0.5238095238095238
2011,June,FL,Alachua,0.38095238095238093
2011,July,FL,Alachua,0.047619047619047616
2011,August,FL,Alachua,0.19047619047619047
2011,September,FL,Alachua,0.14285714285714285
2011,October,FL,Alachua,0.9047619047619048
2011,November,FL,Alachua,1.0476190476190477
2011,December,FL,Alachua,0.8571428571428571
2012,January,FL,Alachua,0.8095238095238095
2012,February,FL,Alachua,0.6190476190476191
2012,March,FL,Alachua,1.0
2012,April,FL,Alachua,0.8095238095238095
2012,May,FL,Alachua,1.0
2012,June,FL,Alachua,0.47619047619047616
2012,July,FL,Alachua,0.2857142857142857
2012,August,FL,Alachua,0.2857142857142857
2012,September,FL,Alachua,0.2857142857142857
2012,October,FL,Alachua,1.0476190476190477
2012,November,FL,Alachua,0.9047619047619048
2012,December,FL,Alachua,1.1904761904761905
2013,January,FL,Alachua,0.6666666666666666
2013,February,FL,Alachua,0.5714285714285714
2013,March,FL,Alachua,1.0
2013,April,FL,Alachua,0.5238095238095238
2013,May,FL,Alachua,0.8095238095238095
2013,June,FL,Alachua,0.3333333333333333
2013,July,FL,Alachua,0.19047619047619047
2013,August,FL,Alachua,0.38095238095238093
2013,September,FL,Alachua,0.38095238095238093
2013,October,FL,Alachua,0.7142857142857143
2013,November,FL,Alachua,0.9047619047619048
2013,December,FL,Alachua,0.7142857142857143
2014,January,FL,Alachua,0.6666666666666666
2014,February,FL,Alachua,0.8095238095238095
2014,March,FL,Alachua,0.8571428571428571
2014,April,FL,Alachua,0.5238095238095238
2014,May,FL,Alachua,0.6666666666666666
2014,June,FL,Alachua,0.3333333333333333
2014,July,FL,Alachua,0.14285714285714285
2014,August,FL,Alachua,0.09523809523809523
2014,September,FL,Alachua,0.42857142857142855
2014,October,FL,Alachua,0.8095238095238095
2014,November,FL,Alachua,0.47619047619047616
2014,December,FL,Alachua,0.7142857142857143
2015,January,FL,Alachua,0.9047619047619048
2015,February,FL,Alachua,0.5238095238095238
2015,March,FL,Alachua,0.8571428571428571
2015,April,FL,Alachua,0.7619047619047619
2015,May,FL,Alachua,0.42857142857142855
2015,June,FL,Alachua,0.19047619047619047
2015,July,FL,Alachua,0.047619047619047616
2015,August,FL,Alachua,0.23809523809523808
2015,September,FL,Alachua,0.3333333333333333
2015,October,FL,Alachua,0.9047619047619048
2015,November,FL,Alachua,1.0
2015,December,FL,Alachua,0.7142857142857143
2016,January,FL,Alachua,0.6666666666666666
2016,February,FL,Alachua,0.7619047619047619
2016,March,FL,Alachua,0.5238095238095238
2016,April,FL,Alachua,0.6666666666666666
2016,May,FL,Alachua,0.6666666666666666
2016,June,FL,Alachua,0.47619047619047616
2016,July,FL,Alachua,0.047619047619047616
2016,August,FL,Alachua,0.23809523809523808
2016,September,FL,Alachua,0.5238095238095238
2016,October,FL,Alachua,0.8571428571428571
2016,November,FL,Alachua,0.7142857142857143
2016,December,FL,Alachua,0.6190476190476191
2017,January,FL,Alachua,0.9047619047619048
2017,February,FL,Alachua,0.6666666666666666
2017,March,FL,Alachua,0.5714285714285714
2017,April,FL,Alachua,0.47619047619047616
2017,May,FL,Alachua,0.6190476190476191
2017,June,FL,Alachua,0.19047619047619047
2017,July,FL,Alachua,0.09523809523809523
2017,August,FL,Alachua,0.09523809523809523
2017,September,FL,Alachua,0.42857142857142855
2017,October,FL,Alachua,1.0
2017,November,FL,Alachua,0.8095238095238095
2017,December,FL,Alachua,1.0
2018,January,FL,Alachua,0.6666666666666666
2018,February,FL,Alachua,0.7142857142857143
2018,March,FL,Alachua,0.6666666666666666
2018,April,FL,Alachua,0.6666666666666666
2018,May,FL,Alachua,0.6190476190476191
2018,June,FL,Alachua,0.14285714285714285
2018,July,FL,Alachua,0.09523809523809523
2018,August,FL,Alachua,0.2857142857142857
2018,September,FL,Alachua,0.38095238095238093
2018,October,FL,Alachua,1.2380952380952381
2018,November,FL,Alachua,0.7142857142857143
2018,December,FL,Alachua,0.6666666666666666
2019,January,FL,Alachua,0.8571428571428571
2019,February,FL,Alachua,0.6666666666666666
2019,March,FL,Alachua,0.8095238095238095
2019,April,FL,Alachua,0.6666666666666666
2019,May,FL,Alachua,0.8571428571428571
2019,June,FL,Alachua,0.09523809523809523
2019,July,FL,Alachua,0.14285714285714285
2019,August,FL,Alachua,0.09523809523809523
2019,September,FL,Alachua,0.3333333333333333
2019,October,FL,Alachua,0.9523809523809523
2019,November,FL,Alachua,0.5238095238095238
2019,December,FL,Alachua,0.7142857142857143
2020,January,FL,Alachua,0.7142857142857143
2020,February,FL,Alachua,0.8095238095238095
2020,March,FL,Alachua,0.8095238095238095
2020,April,FL,Alachua,0.5714285714285714
2020,May,FL,Alachua,0.7142857142857143
2020,June,FL,Alachua,0.19047619047619047
2020,July,FL,Alachua,0.14285714285714285
2020,August,FL,Alachua,0.2857142857142857
2020,September,FL,Alachua,0.38095238095238093
2020,October,FL,Alachua,0.6190476190476191
2020,November,FL,Alachua,1.0
2020,December,FL,Alachua,0.9523809523809523
2021,January,FL,Alachua,0.6666666666666666
2021,February,FL,Alachua,0.5238095238095238
2021,March,FL,Alachua,0.8571428571428571
2021,April,FL,Alachua,0.7142857142857143
2021,May,FL,Alachua,0.5238095238095238
2021,June,FL,Alachua,0.23809523809523808
2021,July,FL,Alachua,0.047619047619047616
2021,August,FL,Alachua,0.09523809523809523
2021,September,FL,Alachua,0.3333333333333333
2021,October,FL,Alachua,0.8571428571428571
2021,November,FL,Alachua,0.8095238095238095
2021,December,FL,Alachua,0.7619047619047619
2022,January,FL,Alachua,0.6666666666666666
2022,February,FL,Alachua,0.6190476190476191
2022,March,FL,Alachua,1.0476190476190477
2022,April,FL,Alachua,0.8571428571428571
2022,May,FL,Alachua,0.8571428571428571
2022,June,FL,Alachua,0.5714285714285714
2022,July,FL,Alachua,0.047619047619047616
2022,August,FL,Alachua,0.2857142857142857
2022,September,FL,Alachua,0.14285714285714285
2022,October,FL,Alachua,1.0476190476190477
2022,November,FL,Alachua,0.9523809523809523
2022,December,FL,Alachua,1.0952380952380953
2023,January,FL,Alachua,0.8095238095238095
2023,February,FL,Alachua,0.6666666666666666
2023,March,FL,Alachua,0.8095238095238095
2023,April,FL,Alachua,0.6666666666666666
2023,May,FL,Alachua,0.7619047619047619
2023,June,FL,Alachua,0.2857142857142857
2006,January,MS,Ackerman,0.7619047619047619
2006,February,MS,Ackerman,0.2857142857142857
2006,March,MS,Ackerman,0.5714285714285714
2006,April,MS,Ackerman,0.7142857142857143
2006,May,MS,Ackerman,0.6190476190476191
2006,June,MS,Ackerman,0.5714285714285714
2006,July,MS,Ackerman,0.38095238095238093
2006,August,MS,Ackerman,0.5714285714285714
2006,September,MS,Ackerman,0.5714285714285714
2006,October,MS,Ackerman,1.3333333333333333
2006,November,MS,Ackerman,0.6666666666666666
2006,December,MS,Ackerman,0.5714285714285714
2007,January,MS,Ackerman,0.8095238095238095
2007,February,MS,Ackerman,0.6190476190476191
2007,March,MS,Ackerman,0.6666666666666666
2007,April,MS,Ackerman,0.5238095238095238
2007,May,MS,Ackerman,0.5238095238095238
