Year,Month,State,City,AVG_Precip_Percentile
2008,December,CA,Albany,0.025851396270946438
2009,January,CA,Albany,0.03692144143250637
2009,February,CA,Albany,0.04076290751245416
2009,March,CA,Albany,0.016952681746692806
2009,April,CA,Albany,0.00872805592073033
2009,May,CA,Albany,0.0002032320930937324
2009,June,CA,Albany,0.0
2009,July,CA,Albany,0.0
2009,August,CA,Albany,0.0
2009,September,CA,Albany,0.0
2009,October,CA,Albany,0.0009554552163711811
2009,November,CA,Albany,0.01578392136689504
2009,December,CA,Albany,0.04780481172477606
2010,January,CA,Albany,0.0501908651707228
2010,February,CA,Albany,0.03304591701652865
2010,March,CA,Albany,0.02018541529574757
2010,April,CA,Albany,0.00531225662478108
2010,May,CA,Albany,0.00015182371200959022
2010,June,CA,Albany,0.0
2010,July,CA,Albany,0.0
2010,August,CA,Albany,0.0
2010,September,CA,Albany,0.0
2010,October,CA,Albany,0.004225499498053151
2010,November,CA,Albany,0.015471563763157767
2010,December,CA,Albany,0.03225673131224178
2011,January,CA,Albany,0.023029586938570296
2011,February,CA,Albany,0.02936560199624961
2011,March,CA,Albany,0.019128443301004758
2011,April,CA,Albany,0.003710919918062711
2011,May,CA,Albany,0.0002475179676428062
2011,June,CA,Albany,0.0
2011,July,CA,Albany,0.0
2011,August,CA,Albany,0.0
2011,September,CA,Albany,0.0
2011,October,CA,Albany,0.0015468055232081299
2011,November,CA,Albany,0.008794823717259263
2011,December,CA,Albany,0.03072837766824831
2012,January,CA,Albany,0.04044661072409835
2012,February,CA,Albany,0.02864842913286349
2012,March,CA,Albany,0.033921119623590436
2012,April,CA,Albany,0.007505566075403414
2012,May,CA,Albany,0.00014041848348195535
2012,June,CA,Albany,0.0
2012,July,CA,Albany,0.0
2012,August,CA,Albany,0.0
2012,September,CA,Albany,0.0
2012,October,CA,Albany,0.0034447755712766707
2012,November,CA,Albany,0.016966481607600344
2012,December,CA,Albany,0.02071869309569126
2013,January,CA,Albany,0.02906735890864637
2013,February,CA,Albany,0.016671324333662453
2013,March,CA,Albany,0.02087884900082304
2013,April,CA,Albany,0.008759903800222554
2013,May,CA,Albany,0.0003645861639496287
2013,June,CA,Albany,0.0
2013,July,CA,Albany,0.0
2013,August,CA,Albany,0.0
2013,September,CA,Albany,0.0
2013,October,CA,Albany,0.0025273011672814144
2013,November,CA,Albany,0.015432608341160484
2013,December,CA,Albany,0.0304649280084465
2014,January,CA,Albany,0.04926940623237827
2014,February,CA,Albany,0.03249590392006182
2014,March,CA,Albany,0.02070636495050939
2014,April,CA,Albany,0.013423941896520882
2014,May,CA,Albany,0.00014468119818960418
2014,June,CA,Albany,0.0
2014,July,CA,Albany,0.0
2014,August,CA,Albany,0.0
2014,September,CA,Albany,0.0
2014,October,CA,Albany,0.0012797734303384716
2014,November,CA,Albany,0.017379786869291414
2014,December,CA,Albany,0.03772146435886463
2015,January,CA,Albany,0.04640825804144226
2015,February,CA,Albany,0.02900142490465302
2015,March,CA,Albany,0.015811296355344333
2015,April,CA,Albany,0.0057078769550496
2015,May,CA,Albany,7.227634237337353e-05
2015,June,CA,Albany,0.0
2015,July,CA,Albany,0.0
2015,August,CA,Albany,0.0
2015,September,CA,Albany,0.0
2015,October,CA,Albany,0.0001983080925028885
2015,November,CA,Albany,0.00483862207853886
2015,December,CA,Albany,0.01798232878529758
2016,January,CA,Albany,0.08085391002275671
2016,February,CA,Albany,0.04324188508338057
2016,March,CA,Albany,0.024658649462431386
2016,April,CA,Albany,0.01349541230129638
2016,May,CA,Albany,0.0003866274560796709
2016,June,CA,Albany,0.0
2016,July,CA,Albany,0.0
2016,August,CA,Albany,0.0
2016,September,CA,Albany,0.0
2016,October,CA,Albany,0.0027318546153151228
2016,November,CA,Albany,0.01530388342457622
2016,December,CA,Albany,0.027382866371683863
2017,January,CA,Albany,0.05766073142809532
2017,February,CA,Albany,0.03783139242939848
2017,March,CA,Albany,0.038412620034548435
2017,April,CA,Albany,0.006605333830370844
2017,May,CA,Albany,5.686831141876418e-05
2017,June,CA,Albany,0.0
2017,July,CA,Albany,0.0
2017,August,CA,Albany,0.0
2017,September,CA,Albany,0.0
2017,October,CA,Albany,0.00366262213603699
2017,November,CA,Albany,0.010483882539353572
2017,December,CA,Albany,0.039338003124856954
2018,January,CA,Albany,0.06019014525521008
2018,February,CA,Albany,0.04379380031058379
2018,March,CA,Albany,0.017944122661786327
2018,April,CA,Albany,0.0020639709975858282
2018,May,CA,Albany,0.00042192521167322227
2018,June,CA,Albany,0.0
2018,July,CA,Albany,0.0
2018,August,CA,Albany,0.0
2018,September,CA,Albany,0.0
2018,October,CA,Albany,0.0019192767683621542
2018,November,CA,Albany,0.013351229538685302
2018,December,CA,Albany,0.025504251314188462
2019,January,CA,Albany,0.05054574315041367
2019,February,CA,Albany,0.05289955083836862
2019,March,CA,Albany,0.018871044679280753
2019,April,CA,Albany,0.007922230957995425
2019,May,CA,Albany,0.0002151594319403507
2019,June,CA,Albany,0.0
2019,July,CA,Albany,0.0
2019,August,CA,Albany,0.0
2019,September,CA,Albany,0.0
2019,October,CA,Albany,0.005297799831834967
2019,November,CA,Albany,0.012877073714538102
2019,December,CA,Albany,0.014858079707107166
2020,January,CA,Albany,0.02135040182178491
2020,February,CA,Albany,0.05440969008715063
2020,March,CA,Albany,0.016608504976279463
2020,April,CA,Albany,0.0026398427408400606
2020,May,CA,Albany,0.00020002811462087403
2020,June,CA,Albany,0.0
2020,July,CA,Albany,0.0
2020,August,CA,Albany,0.0
2020,September,CA,Albany,0.0
2020,October,CA,Albany,0.0018374491408356681
2020,November,CA,Albany,0.015128540306373492
2020,December,CA,Albany,0.03614005859638436
2021,January,CA,Albany,0.036298087320906766
2021,February,CA,Albany,0.02155316963906176
2021,March,CA,Albany,0.019127858483123344
2021,April,CA,Albany,0.002376589978169028
2021,May,CA,Albany,0.00014196611922030424
2021,June,CA,Albany,0.0
2021,July,CA,Albany,0.0
2021,August,CA,Albany,0.0
2021,September,CA,Albany,0.0
2021,October,CA,Albany,0.0018046804992402103
2021,November,CA,Albany,0.027178876344779928
2021,December,CA,Albany,0.01705708548472115
2022,January,CA,Albany,0.05562054338435652
2022,February,CA,Albany,0.03493887656186233
2022,March,CA,Albany,0.011738872412923913
2022,April,CA,Albany,0.007861016128776313
2022,May,CA,Albany,8.400785992605355e-05
2022,June,CA,Albany,0.0
2022,July,CA,Albany,0.0
2022,August,CA,Albany,0.0
2022,September,CA,Albany,0.0
2022,October,CA,Albany,0.0016971168618370844
2022,November,CA,Albany,0.016749330145074515
2022,December,CA,Albany,0.04953321166701825
2023,January,CA,Albany,0.07866619392033518
2023,February,CA,Albany,0.03032343387573458
2023,March,CA,Albany,0.011266686013552954
2023,April,CA,Albany,0.004574334994424935
2023,May,CA,Albany,0.0001177978007062162
2023,June,CA,Albany,0.0
2006,January,FL,Alachua,0.025237339348471118
2006,February,FL,Alachua,0.02909497115810516
2006,March,FL,Alachua,0.008301427169703833
2006,April,FL,Alachua,0.01676484444994792
2006,May,FL,Alachua,0.04094181671353695
2006,June,FL,Alachua,0.08016460991930871
2006,July,FL,Alachua,0.08409129094523121
2006,August,FL,Alachua,0.09536239788106708
2006,September,FL,Alachua,0.07814028864979512
2006,October,FL,Alachua,0.014868368187653871
2006,November,FL,Alachua,0.008070756783838387
2006,December,FL,Alachua,0.011459007379800499
2007,January,FL,Alachua,0.008917403207844177
2007,February,FL,Alachua,0.023133957736253027
2007,March,FL,Alachua,0.02358413373459914
2007,April,FL,Alachua,0.015261091547573744
2007,May,FL,Alachua,0.012695038497617682
2007,June,FL,Alachua,0.07137973952676506
2007,July,FL,Alachua,0.13853171698228403
2007,August,FL,Alachua,0.08940917789201167
2007,September,FL,Alachua,0.06562891118212089
2007,October,FL,Alachua,0.018484730583769173
2007,November,FL,Alachua,0.008374037817942536
2007,December,FL,Alachua,0.008519760487760987
2008,January,FL,Alachua,0.01988795917084632
2008,February,FL,Alachua,0.0189623271999726
2008,March,FL,Alachua,0.01730828612902477
2008,April,FL,Alachua,0.02660653361896393
2008,May,FL,Alachua,0.020291742893021058
2008,June,FL,Alachua,0.07058408305381038
2008,July,FL,Alachua,0.10276025532998478
2008,August,FL,Alachua,0.08144121947091339
2008,September,FL,Alachua,0.058629186959495705
2008,October,FL,Alachua,0.01838750237241536
2008,November,FL,Alachua,0.01586173889046059
2008,December,FL,Alachua,0.0155050462705431
2009,January,FL,Alachua,0.0171393740284842
2009,February,FL,Alachua,0.021838351796761572
2009,March,FL,Alachua,0.026048700273481797
2009,April,FL,Alachua,0.01612234208856838
2009,May,FL,Alachua,0.0242999769430749
2009,June,FL,Alachua,0.06596415720396609
2009,July,FL,Alachua,0.13934768006736958
2009,August,FL,Alachua,0.10421415397080755
2009,September,FL,Alachua,0.07842853071072786
2009,October,FL,Alachua,0.00868961205540634
2009,November,FL,Alachua,0.009840152440116642
2009,December,FL,Alachua,0.005330484100085219
2010,January,FL,Alachua,0.0323373831623266
2010,February,FL,Alachua,0.01973585502192569
2010,March,FL,Alachua,0.019299456072660443
2010,April,FL,Alachua,0.01624619384799475
2010,May,FL,Alachua,0.03444075712571599
2010,June,FL,Alachua,0.07260603415724033
2010,July,FL,Alachua,0.08359727891772532
2010,August,FL,Alachua,0.10526822872401256
2010,September,FL,Alachua,0.06285069035759398
2010,October,FL,Alachua,0.010771033121091329
2010,November,FL,Alachua,0.007804654258878441
2010,December,FL,Alachua,0.010187190854787875
2011,January,FL,Alachua,0.012940004897376622
2011,February,FL,Alachua,0.014656530115782385
2011,March,FL,Alachua,0.014855201157910638
2011,April,FL,Alachua,0.009809050689002846
2011,May,FL,Alachua,0.028709860411555117
2011,June,FL,Alachua,0.08887910247419353
2011,July,FL,Alachua,0.11736210663810777
2011,August,FL,Alachua,0.07873466399285359
2011,September,FL,Alachua,0.05718453649003553
2011,October,FL,Alachua,0.019078044564158344
2011,November,FL,Alachua,0.006540891191159438
2011,December,FL,Alachua,0.0053833006074283755
2012,January,FL,Alachua,0.02200042691308602
2012,February,FL,Alachua,0.013902052444784319
2012,March,FL,Alachua,0.012714375422533866
2012,April,FL,Alachua,0.016398673294926266
2012,May,FL,Alachua,0.02103888900676356
2012,June,FL,Alachua,0.07547177195615011
2012,July,FL,Alachua,0.09431564245988218
2012,August,FL,Alachua,0.125795068258041
2012,September,FL,Alachua,0.05794075126547813
2012,October,FL,Alachua,0.015599978353183427
2012,November,FL,Alachua,0.015048543802050578
2012,December,FL,Alachua,0.010865453597424284
2013,January,FL,Alachua,0.017106052879791302
2013,February,FL,Alachua,0.014315818039475459
2013,March,FL,Alachua,0.00929347535512586
2013,April,FL,Alachua,0.0333311532917848
2013,May,FL,Alachua,0.022129774804943454
2013,June,FL,Alachua,0.09893735241722038
2013,July,FL,Alachua,0.0902562682864572
2013,August,FL,Alachua,0.08798900388559462
2013,September,FL,Alachua,0.07298736595714098
2013,October,FL,Alachua,0.017427663614990974
2013,November,FL,Alachua,0.00887625594612031
2013,December,FL,Alachua,0.01878599418125286
2014,January,FL,Alachua,0.010227950959118985
2014,February,FL,Alachua,0.01903849590677
2014,March,FL,Alachua,0.0262377816807151
2014,April,FL,Alachua,0.01028728037605286
2014,May,FL,Alachua,0.025096110056345093
2014,June,FL,Alachua,0.10668438797323702
2014,July,FL,Alachua,0.09604374264906507
2014,August,FL,Alachua,0.09480849025641772
2014,September,FL,Alachua,0.08054611944262013
2014,October,FL,Alachua,0.026869553148899245
2014,November,FL,Alachua,0.01826424432256542
2014,December,FL,Alachua,0.011482174771836778
2015,January,FL,Alachua,0.006775358836782357
2015,February,FL,Alachua,0.030743253811688014
2015,March,FL,Alachua,0.015816882677947935
2015,April,FL,Alachua,0.023404907586633664
2015,May,FL,Alachua,0.03467456856784242
2015,June,FL,Alachua,0.08753997086332001
2015,July,FL,Alachua,0.13757078428841765
2015,August,FL,Alachua,0.12095823066680471
2015,September,FL,Alachua,0.07005657280390379
2015,October,FL,Alachua,0.01920827993062252
2015,November,FL,Alachua,0.009528176131914446
2015,December,FL,Alachua,0.01997445663632446
2016,January,FL,Alachua,0.027800680649689363
2016,February,FL,Alachua,0.010409588544559359
2016,March,FL,Alachua,0.01903926322271756
2016,April,FL,Alachua,0.01063577272651251
2016,May,FL,Alachua,0.018502656217929552
2016,June,FL,Alachua,0.09049456055475044
2016,July,FL,Alachua,0.11269546842027856
2016,August,FL,Alachua,0.11527542075037767
2016,September,FL,Alachua,0.040558418250647085
2016,October,FL,Alachua,0.027040948795317203
2016,November,FL,Alachua,0.011510412038759668
2016,December,FL,Alachua,0.013471665093343785
2017,January,FL,Alachua,0.014533372035027322
2017,February,FL,Alachua,0.02045175735855489
2017,March,FL,Alachua,0.024527301354392295
2017,April,FL,Alachua,0.016469656995895157
2017,May,FL,Alachua,0.01384844283536221
2017,June,FL,Alachua,0.09105860112944689
2017,July,FL,Alachua,0.12174646509481449
2017,August,FL,Alachua,0.12259846493296424
2017,September,FL,Alachua,0.05673033589227303
2017,October,FL,Alachua,0.020167661985384715
2017,November,FL,Alachua,0.01707780069904795
2017,December,FL,Alachua,0.013951008813318202
2018,January,FL,Alachua,0.017022636615605023
2018,February,FL,Alachua,0.013537475121744696
2018,March,FL,Alachua,0.009162281167427802
2018,April,FL,Alachua,0.014132372054323892
2018,May,FL,Alachua,0.03447679777124359
2018,June,FL,Alachua,0.09941818401809537
2018,July,FL,Alachua,0.09308994448811135
2018,August,FL,Alachua,0.06599165086305901
2018,September,FL,Alachua,0.06970015784023752
2018,October,FL,Alachua,0.016374459369447408
2018,November,FL,Alachua,0.010989840438642809
2018,December,FL,Alachua,0.012607686748062992
2019,January,FL,Alachua,0.025396763653481584
2019,February,FL,Alachua,0.021189196130091743
2019,March,FL,Alachua,0.022015245373947098
2019,April,FL,Alachua,0.029471224651366697
2019,May,FL,Alachua,0.030471691745409594
2019,June,FL,Alachua,0.08746354578567005
2019,July,FL,Alachua,0.11097412190140256
2019,August,FL,Alachua,0.12602994178332225
2019,September,FL,Alachua,0.08867997544528487
2019,October,FL,Alachua,0.016965258857609095
2019,November,FL,Alachua,0.016177680280909573
2019,December,FL,Alachua,0.017070747403435588
2020,January,FL,Alachua,0.01412073692473069
2020,February,FL,Alachua,0.023514548035110865
2020,March,FL,Alachua,0.009831529586324566
2020,April,FL,Alachua,0.013202945091035364
2020,May,FL,Alachua,0.02332613538577701
2020,June,FL,Alachua,0.0983955071085135
2020,July,FL,Alachua,0.11016660252011395
2020,August,FL,Alachua,0.09939247015624347
2020,September,FL,Alachua,0.07236702579537797
2020,October,FL,Alachua,0.02268733335180303
2020,November,FL,Alachua,0.005635444684960043
2020,December,FL,Alachua,0.013329310801030265
2021,January,FL,Alachua,0.010897839624944337
2021,February,FL,Alachua,0.01498269038511281
2021,March,FL,Alachua,0.00591580863360203
2021,April,FL,Alachua,0.011181278089094651
2021,May,FL,Alachua,0.033332035639118365
2021,June,FL,Alachua,0.10819075286817721
2021,July,FL,Alachua,0.13599726287658556
2021,August,FL,Alachua,0.0749269267781499
2021,September,FL,Alachua,0.06743328882307821
2021,October,FL,Alachua,0.02372786156698849
2021,November,FL,Alachua,0.014636398064291947
2021,December,FL,Alachua,0.005593163563148241
2022,January,FL,Alachua,0.01626530371566279
2022,February,FL,Alachua,0.023988284508476745
2022,March,FL,Alachua,0.008977083059276119
2022,April,FL,Alachua,0.013081064467969986
2022,May,FL,Alachua,0.02319927566267272
2022,June,FL,Alachua,0.05796212512961455
2022,July,FL,Alachua,0.12108272147086381
2022,August,FL,Alachua,0.09670127329372835
2022,September,FL,Alachua,0.09004267066057141
2022,October,FL,Alachua,0.011500647765536184
2022,November,FL,Alachua,0.006682300189182424
2022,December,FL,Alachua,0.013194456348835759
2023,January,FL,Alachua,0.02070068491874837
2023,February,FL,Alachua,0.01497839442966542
2023,March,FL,Alachua,0.015861840457629218
2023,April,FL,Alachua,0.012846466623934833
2023,May,FL,Alachua,0.02316710371315884
2023,June,FL,Alachua,0.0994456711813091
2006,January,MS,Ackerman,0.02021839811893338
2006,February,MS,Ackerman,0.03550821873904536
2006,March,MS,Ackerman,0.025910135224085463
2006,April,MS,Ackerman,0.05026744422611668
2006,May,MS,Ackerman,0.06879143567818807
2006,June,MS,Ackerman,0.03696519165339229
2006,July,MS,Ackerman,0.035388945595152946
2006,August,MS,Ackerman,0.027957366993409075
2006,September,MS,Ackerman,0.02487040520674528
2006,October,MS,Ackerman,0.006182860116279783
2006,November,MS,Ackerman,0.011616949245101163
2006,December,MS,Ackerman,0.010670254326504012
2007,January,MS,Ackerman,0.03956156604461067
2007,February,MS,Ackerman,0.02232697001632051
2007,March,MS,Ackerman,0.03287463479435933
2007,April,MS,Ackerman,0.030731883076693268
2007,May,MS,Ackerman,0.03230484774886311
